Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Policy Instruments for Educational Governance: A Comparative Investigation of India and China","International Handbook on Education Development in Asia-Pacific","","","","10.1007/978-981-16-2327-1_98-1","Yifei Yan","2022","http://link.springer.com/referenceworkentry/10.1007/978-981-16-2327-1_98-1","ReferenceWorkEntry"
"Children’s physical activity level and sedentary behaviour in Norwegian early childhood education and care: effects of a staff-led cluster-randomised controlled trial","BMC Public Health","","20","1","10.1186/s12889-020-09725-y","Eivind AndersenSteinar ØvreåsKari Anne JørgensenJanne Borch-JenssenThomas Moser","2020","http://link.springer.com/article/10.1186/s12889-020-09725-y","Article"
"Intelligent Process Automation = RPA + AI","How to Compete in the Age of Artificial Intelligence","","","","10.1007/978-1-4842-3808-0_5","Soumendra MohantySachin Vyas","2018","http://link.springer.com/chapter/10.1007/978-1-4842-3808-0_5","Chapter"
"Smart healthcare in smart cities: wireless patient monitoring system using IoT","The Journal of Supercomputing","","77","11","10.1007/s11227-021-03765-w","M. PoongodiAshutosh SharmaMounir HamdiMa MaodeNaveen Chilamkurti","2021","http://link.springer.com/article/10.1007/s11227-021-03765-w","Article"
"Plastic waste recycling: existing Indian scenario and future opportunities","International Journal of Environmental Science and Technology","","","","10.1007/s13762-022-04079-x","R. ShankerD. KhanR. HossainMd. T. IslamK. LocockA. GhoseV. SahajwallaH. SchandlR. Dhodapkar","2022","http://link.springer.com/article/10.1007/s13762-022-04079-x","Article"
"Finance and Governance (1): The Nature of Government Power and Its Boundaries","Official Governance and Self-governance","","","","10.1007/978-981-19-6601-9_8","Qingzhi Zhou","2022","http://link.springer.com/chapter/10.1007/978-981-19-6601-9_8","Chapter"
"Municipal Sport Management: Practical Application in the City of Valencia","Sports Management as an Emerging Economic Activity","","","","10.1007/978-3-319-63907-9_18","Sofía Estelles-MiguelAmable Juarez TarragaMarta Elena Palmer GatoJosé Miguel Albarracín Guillem","2017","http://link.springer.com/chapter/10.1007/978-3-319-63907-9_18","Chapter"
"Study on the Dilemma and Countermeasures of Rural Emergency Management Under COVID-19—A Case Analysis Based on the Rural Areas Around Chengdu","Proceedings of the Sixteenth International Conference on Management Science and Engineering Management – Volume 2","","","","10.1007/978-3-031-10385-8_51","Min WuRui ChenZihan HuXiangao ZhangYuanyuan ChenLanqing Liang","2022","http://link.springer.com/chapter/10.1007/978-3-031-10385-8_51","Chapter"
"Study on the Management System of Modern Pension Security Systems","The Development of Security and Whole Care System for the Aged in China","","","","10.1007/978-981-10-6481-4_6","Dasheng Shan","2018","http://link.springer.com/chapter/10.1007/978-981-10-6481-4_6","Chapter"
"The Palgrave Handbook of Cross-Cultural Business Negotiation","","","","","10.1007/978-3-030-00277-0","Mohammad Ayub KhanNoam Ebner","2019","http://link.springer.com/book/10.1007/978-3-030-00277-0","Book"
"The Chinese Path of Rule of Law Construction","China Insights","","","","10.1007/978-981-16-4130-5","He TianYanbin Lv","2021","http://link.springer.com/book/10.1007/978-981-16-4130-5","Book"
"Human-Computer Interaction – INTERACT 2021","Lecture Notes in Computer Science","","","","10.1007/978-3-030-85616-8","Carmelo ArditoRosa LanzilottiAlessio MaliziaHelen PetrieAntonio PiccinnoDr. Giuseppe DesoldaKori Inkpen","2021","http://link.springer.com/book/10.1007/978-3-030-85616-8","Book"
"International Comparison of Pension Systems","Contributions to Management Science","","","","10.1007/978-981-19-6446-6","Hongmu LeeGianni NicoliniMan Cho","2022","http://link.springer.com/book/10.1007/978-981-19-6446-6","Book"
"Unearthing Politics","","","","","10.1007/978-981-16-3124-5","Jason Morris-Jung","2021","http://link.springer.com/book/10.1007/978-981-16-3124-5","Book"
"Where Has Social Justice Gone?","","","","","10.1007/978-3-030-93123-0","Dr. Emmanuelle BarozetIvan SainsaulieuRégis CorteseroDavid Mélo","2022","http://link.springer.com/book/10.1007/978-3-030-93123-0","Book"
"Macroeconomic Policy in India Since the Global Financial Crisis","India Studies in Business and Economics","","","","10.1007/978-981-19-1276-4","Dr. Sebastian Morris","2022","http://link.springer.com/book/10.1007/978-981-19-1276-4","Book"
"The Palgrave Handbook of Anarchism","","","","","10.1007/978-3-319-75620-2","Carl LevyMatthew S. Adams","2019","http://link.springer.com/book/10.1007/978-3-319-75620-2","Book"
"Place Marketing Approach to Governance of Social-Ecological Clusters","Russia and the European Union","","","","10.1007/978-3-319-55257-6_41","Daniil P. FrolovAnastasia S. Strekalova","2017","http://link.springer.com/chapter/10.1007/978-3-319-55257-6_41","Chapter"
"Smart Contracts and Comparative Law","","","","","10.1007/978-3-030-83240-7","Prof. Dr. Andrea Stazi","2021","http://link.springer.com/book/10.1007/978-3-030-83240-7","Book"
"Explaining Access to Executive Leadership in UN Agencies","Women's Access, Representation and Leadership in the United Nations","","","","10.1007/978-3-030-83537-8_4","Kirsten Haack","2022","http://link.springer.com/chapter/10.1007/978-3-030-83537-8_4","Chapter"
"Specialized Agencies of the UN","The Statesman’s Yearbook 2018","","","","10.1007/978-1-349-70154-4_4","","2018","http://link.springer.com/referenceworkentry/10.1007/978-1-349-70154-4_4","ReferenceWorkEntry"
"Specialized Agencies of the UN","The Statesman’s Yearbook 2019","","","","10.1007/978-1-349-95321-9_4","","2019","http://link.springer.com/referenceworkentry/10.1007/978-1-349-95321-9_4","ReferenceWorkEntry"
"Systemic Research on Owner Participation in Old Residential Community Management from the Perspective of Identity——a Case Study of a Typical Old Residential Community in Xi’an, China","Systemic Practice and Action Research","","34","6","10.1007/s11213-020-09549-2","Bin GuoRunyu ZhouYang Li","2021","http://link.springer.com/article/10.1007/s11213-020-09549-2","Article"
"Protecting the Environment from Marine Pollution in Bangladesh: A Brief in Legal Aspects with Response to National and International Cooperation’s","Thalassas: An International Journal of Marine Sciences","","37","2","10.1007/s41208-021-00347-8","Md.Wahidul AlamMd.Simul BhuyanXu Xiangmin","2021","http://link.springer.com/article/10.1007/s41208-021-00347-8","Article"
"The Governance Model","Systems Science: Theory, Analysis, Modeling, and Design","","","","10.1007/978-3-030-93482-8_12","George E. Mobus","2022","http://link.springer.com/chapter/10.1007/978-3-030-93482-8_12","Chapter"
"SDGs and the Rise of an Epistemic Infrastructure: Actors’ Networks, Partnerships and Conflicts in the Education SDG","Governing the Sustainable Development Goals","","","","10.1007/978-3-031-03938-6_6","Justyna Bandola-GillSotiria GrekMarlee Tichenor","2022","http://link.springer.com/chapter/10.1007/978-3-031-03938-6_6","Chapter"
"Energy Cooperatives in EU and United States: History, Regulations, and Challenges","Affordable and Clean Energy","","","","10.1007/978-3-319-71057-0_108-1","G. Winston GilcreaseOsman ArrobbioAlessandro Sciullo","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-319-71057-0_108-1","ReferenceWorkEntry"
"Overview","Constructing Political Economy with Chinese Characteristics","","","","10.1007/978-981-19-2824-6_1","Fang CaiXiaojing Zhang","2022","http://link.springer.com/chapter/10.1007/978-981-19-2824-6_1","Chapter"
"Token Economy","Business & Information Systems Engineering","","63","4","10.1007/s12599-021-00684-1","Ali SunyaevNiclas KannengießerRoman BeckHorst TreiblmaierMary LacityJohann KranzGilbert FridgenUlli SpankowskiAndré Luckow","2021","http://link.springer.com/article/10.1007/s12599-021-00684-1","Article"
"UNEP and the Evolution of Environmental Concerns: An Open System Perspective","Building Environmental Peace","","","","10.1007/978-3-030-72094-0_6","Natalia Dalmer","2022","http://link.springer.com/chapter/10.1007/978-3-030-72094-0_6","Chapter"
"Introduction: The Challenges and Opportunities of Blockchain Technologies","Blockchain, Law and Governance","","","","10.1007/978-3-030-52722-8_1","Benedetta CappielloGherardo Carullo","2021","http://link.springer.com/chapter/10.1007/978-3-030-52722-8_1","Chapter"
"Regulatory Paradigm Shift for Social Peace and Justice","Peace, Justice and Strong Institutions","","","","10.1007/978-3-319-95960-3_59","Kamani Sylva","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-319-95960-3_59","ReferenceWorkEntry"
"Faith in Practice: The Tangibility of Social Service","Faith Movements and Social Transformation","","","","10.1007/978-981-13-2823-7_5","Samta P. Pandya","2019","http://link.springer.com/chapter/10.1007/978-981-13-2823-7_5","Chapter"
"Comparison of life cycle environmental performance of public road transport modes in metropolitan regions","Clean Technologies and Environmental Policy","","21","3","10.1007/s10098-018-01661-1","Amar Mohan ShindeAnil Kumar DikshitRajesh Kumar Singh","2019","http://link.springer.com/article/10.1007/s10098-018-01661-1","Article"
"Innovation Systems to Adapt to Climate Change: Lessons from the Kenyan Coffee and Dairy Sectors","Handbook of Climate Change Resilience","","","","10.1007/978-3-319-71025-9_25-1","Kinfe AsayehegnLudovic TemplePhilippe VaastAna Iglesias","2018","http://link.springer.com/referenceworkentry/10.1007/978-3-319-71025-9_25-1","ReferenceWorkEntry"
"Innovation Systems to Adapt to Climate Change: Lessons from the Kenyan Coffee and Dairy Sectors","Handbook of Climate Change Resilience","","","","10.1007/978-3-319-93336-8_25","Kinfe AsayehegnLudovic TemplePhilippe VaastAna Iglesias","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-319-93336-8_25","ReferenceWorkEntry"
"Urban Water Scarcity in Semi-arid Regions: Water Management in Southern Spain","Clean Water and Sanitation","","","","10.1007/978-3-319-95846-0_130","Álvaro-Francisco MoroteSaeid Eslamian","2022","http://link.springer.com/referenceworkentry/10.1007/978-3-319-95846-0_130","ReferenceWorkEntry"
"Social Innovation at the Service of Development: The Case of Atelier Mar in Cabo Verde","New Paths of Entrepreneurship Development","","","","10.1007/978-3-319-96032-6_17","Alice Duarte","2019","http://link.springer.com/chapter/10.1007/978-3-319-96032-6_17","Chapter"
"Management: Based on the Needs for Students’ Growth and Development","People-Oriented Education Transformation","","","","10.1007/978-981-16-6353-6_5","Zhaohui Chu","2022","http://link.springer.com/chapter/10.1007/978-981-16-6353-6_5","Chapter"
"Integrated Reporting in Municipally Owned Corporations: A Case Study in Italy","New Trends in Public Sector Reporting","","","","10.1007/978-3-030-40056-9_9","Spiridione Lucio DicoratoChiara Di GerioGloria FioraniGiuseppe Paciullo","2020","http://link.springer.com/chapter/10.1007/978-3-030-40056-9_9","Chapter"
"Introduction to Blockchain: Between “Autonomisation” and Automatization, Challenges and Risks for Labour Law","Defining and Protecting Autonomous Work","","","","10.1007/978-3-031-06397-8_7","Stefano Bini","2022","http://link.springer.com/chapter/10.1007/978-3-031-06397-8_7","Chapter"
"Politics of Peace Agreement Implementation","","","","","10.1007/978-981-16-1944-1","Dr. Sajib Bala","2022","http://link.springer.com/book/10.1007/978-981-16-1944-1","Book"
"Insurance and Human Rights","AIDA Europe Research Series on Insurance Law and Regulation","","","","10.1007/978-3-030-82704-5","Prof. Margarida Lima RegoProf. Birgit Kuschke","2022","http://link.springer.com/book/10.1007/978-3-030-82704-5","Book"
"Blockchain Technology for Business Processes","","","","","10.1007/978-3-662-65818-5","Prof. Dr. Katarina Adam","2022","http://link.springer.com/book/10.1007/978-3-662-65818-5","Book"
"The Digital Journey of Banking and Insurance, Volume III","","","","","10.1007/978-3-030-78821-6","Volker LiermannClaus Stegmann","2021","http://link.springer.com/book/10.1007/978-3-030-78821-6","Book"
"EU Internet Law in the Digital Single Market","","","","","10.1007/978-3-030-69583-5","Dr. Tatiana-Eleni SynodinouProf. Philippe JougleuxProf. Dr. Christiana MarkouProf. Dr. Thalia Prastitou-Merdi","2021","http://link.springer.com/book/10.1007/978-3-030-69583-5","Book"
"AI and Blockchain Technology in 6G Wireless Network","Blockchain Technologies","","","","10.1007/978-981-19-2868-0","Dr. Malaya Dutta BorahDr. Pushpa SinghDr. Ganesh Chandra Deka","2022","http://link.springer.com/book/10.1007/978-981-19-2868-0","Book"
"Data Intelligence and Cognitive Informatics","Algorithms for Intelligent Systems","","","","10.1007/978-981-16-6460-1","Dr. I. Jeena JacobDr. Selvanayaki Kolandapalayam ShanmugamDr. Robert Bestak","2022","http://link.springer.com/book/10.1007/978-981-16-6460-1","Book"
"Technical Universities","Higher Education Dynamics","","","","10.1007/978-3-030-50555-4","Lars GeschwindAnders BroströmKatarina Larsen","2020","http://link.springer.com/book/10.1007/978-3-030-50555-4","Book"
"Web Information Systems and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-031-20309-1","Xiang ZhaoShiyu YangXin WangJianxin Li","2022","http://link.springer.com/book/10.1007/978-3-031-20309-1","Book"
"Boarding and Australia's First Peoples","Indigenous-Settler Relations in Australia and the World","","","","10.1007/978-981-16-6009-2","Marnie O’Bryan","2021","http://link.springer.com/book/10.1007/978-981-16-6009-2","Book"
"Applied Cryptography and Network Security Workshops","Lecture Notes in Computer Science","","","","10.1007/978-3-030-81645-2","Jianying ZhouChuadhry Mujeeb AhmedProf. Dr. Lejla BatinaSudipta ChattopadhyayOlga GadyatskayaChenglu JinJingqiang LinEleonora LosioukBo LuoSuryadipta MajumdarMihalis ManiatakosDaisuke MashimaDr. Weizhi MengStjepan PicekMasaki ShimaokaChunhua SuCong Wang","2021","http://link.springer.com/book/10.1007/978-3-030-81645-2","Book"
"Antonio Gramsci","Marx, Engels, and Marxisms","","","","10.1007/978-3-031-15610-6","Gianni Fresu","2023","http://link.springer.com/book/10.1007/978-3-031-15610-6","Book"
"The Blind Spots of Public Bureaucracy and the Politics of Non-Coordination","Executive Politics and Governance","","","","10.1007/978-3-319-76672-0","Tobias BachKai Wegrich","2019","http://link.springer.com/book/10.1007/978-3-319-76672-0","Book"
"Quest for Good Money","Hitotsubashi University IER Economic Research Series","","","","10.1007/978-981-19-5591-4","Yukinobu Kitamura","2022","http://link.springer.com/book/10.1007/978-981-19-5591-4","Book"
"Locating Legal Certainty in Patent Licensing","","","","","10.1007/978-981-15-0181-4","Ashish BharadwajVishwas H. DevaiahIndranath Gupta","2023","http://link.springer.com/book/10.1007/978-981-15-0181-4","Book"
"Integration of Disaster Risk Reduction into Land Use Planning: Experience of Bangladesh","Land Use Management in Disaster Risk Reduction","","","","10.1007/978-4-431-56442-3_9","Sunil PrasharMd. Anisur Rahman","2017","http://link.springer.com/chapter/10.1007/978-4-431-56442-3_9","Chapter"
"Preparing construction supply chains for blockchain technology: An investigation of its potential and future directions","Frontiers of Engineering Management","","7","4","10.1007/s42524-020-0110-8","Algan TezelEleni PapadonikolakiIbrahim YitmenPer Hilletofth","2020","http://link.springer.com/article/10.1007/s42524-020-0110-8","Article"
"Fundamentals of Blockchain and New Generations of Distributed Ledger Technologies. Circular Economy Case Uses in Spain","Blockchain Technologies for Sustainability","","","","10.1007/978-981-16-6301-7_2","Romero-Frías EstebanBenítez-Martínez Francisco LuisNuñez-Cacho-Utrilla Pedro VíctorMolina-Moreno Valentín","2022","http://link.springer.com/chapter/10.1007/978-981-16-6301-7_2","Chapter"
"Linking Biocultural Memory Conservation and Human Well-Being in Indigenous Socio-Ecological Production Landscapes in the Colombian Pacific Region","Biodiversity-Health-Sustainability Nexus in Socio-Ecological Production Landscapes and Seascapes (SEPLS)","","","","10.1007/978-981-16-9893-4_3","Andrés Quintero-AngelAndrés López-RosadaMauricio Quintero-AngelDavid Quintero-AngelDiana Mendoza-SalazarSara Catalina Rodríguez-DíazSebastian Orjuela-Salazar","2022","http://link.springer.com/chapter/10.1007/978-981-16-9893-4_3","Chapter"
"Strategic Aspects of Energy","New Ways and Needs for Exploiting Nuclear Energy","","","","10.1007/978-3-319-97652-5_1","Didier SornetteWolfgang KrögerSpencer Wheatley","2019","http://link.springer.com/chapter/10.1007/978-3-319-97652-5_1","Chapter"
"The Moral Complexity of Agriculture: A Challenge for Corporate Social Responsibility","Journal of Agricultural and Environmental Ethics","","32","3","10.1007/s10806-019-09782-3","Evelien M. de OldeVladislav Valentinov","2019","http://link.springer.com/article/10.1007/s10806-019-09782-3","Article"
"What is Governance of Blockchains? A Comparison of Theoretical and Empirical Findings on a Taxonomy-Level","Sustainable Digital Transformation","","","","10.1007/978-3-031-15770-7_18","Koen SmitSam LeewisRobin de JongJohn van Meerten","2023","http://link.springer.com/chapter/10.1007/978-3-031-15770-7_18","Chapter"
"Forests, State and People: A Historical Account of Forest Management and Control in J&K","Contesting Conservation","","","","10.1007/978-3-319-72257-3_6","Saloni Gupta","2018","http://link.springer.com/chapter/10.1007/978-3-319-72257-3_6","Chapter"
"Informal Development of China’s Urban Construction Land","China’s Urban Construction Land Development","","","","10.1007/978-981-15-0565-2_9","Tao Liu","2020","http://link.springer.com/chapter/10.1007/978-981-15-0565-2_9","Chapter"
"Land Use Transitions and Rural Restructuring: A Theoretical Framework","Land Use Transitions and Rural Restructuring in China","","","","10.1007/978-981-15-4924-3_9","Hualou Long","2020","http://link.springer.com/chapter/10.1007/978-981-15-4924-3_9","Chapter"
"Access to public information: a scientometric study of legal versus voluntary transparency in the public sector","Scientometrics","","113","3","10.1007/s11192-017-2541-5","Alejandro Sáez-MartínAntonio M. López-HernandezCarmen Caba-Perez","2017","http://link.springer.com/article/10.1007/s11192-017-2541-5","Article"
"The Rule of Law in Social Affairs: Alleviating the Problems Related to People’s Livelihoods","The Chinese Path of Rule of Law Construction","","","","10.1007/978-981-16-4130-5_6","Yanjie Li","2021","http://link.springer.com/chapter/10.1007/978-981-16-4130-5_6","Chapter"
"Regional Cooperation to be Bolstered","Toward a Coordinated and Balanced Development","","","","10.1007/978-981-15-8454-1_11","Prof. Changchun ChengProf. Fenghua Yang","2020","http://link.springer.com/chapter/10.1007/978-981-15-8454-1_11","Chapter"
"Neuroeconomic Modeling of Distributed Barter Systems","Advances in Artificial Systems for Power Engineering II","","","","10.1007/978-3-030-97064-2_5","I. V. StepanyanM. A. Chirkov","2022","http://link.springer.com/chapter/10.1007/978-3-030-97064-2_5","Chapter"
"Mkulima Platform: An Inclusive Business Platform Ecosystem that Integrates African Small-Scale Farmers into Agricultural Value Chain","e-Infrastructure and e-Services for Developing Countries","","","","10.1007/978-3-031-06374-9_26","Muthoni MasindePaulina PhoobaneJason Brown","2022","http://link.springer.com/chapter/10.1007/978-3-031-06374-9_26","Chapter"
"From plans to policies in Vienna","From Plans to Policies","","","","10.1007/978-3-658-25754-5_7","Danielle Gluns","2019","http://link.springer.com/chapter/10.1007/978-3-658-25754-5_7","Chapter"
"Data-driven evaluation framework for the effectiveness of rural vitalization in China: an empirical case study of Hubei Province","Environmental Science and Pollution Research","","","","10.1007/s11356-022-23393-y","Yingen HuXiang LiYu SongChen Huang","2022","http://link.springer.com/article/10.1007/s11356-022-23393-y","Article"
"Common Challenges and Requirements","Towards Interoperable Research Infrastructures for Environmental and Earth Sciences","","","","10.1007/978-3-030-52829-4_3","Barbara MagagnaPaul MartinAbraham Nieva de la HidalgaMalcolm AtkinsonZhiming Zhao","2020","http://link.springer.com/chapter/10.1007/978-3-030-52829-4_3","Chapter"
"Regulatory Paradigm Shift for Social Peace and Justice","Peace, Justice and Strong Institutions","","","","10.1007/978-3-319-71066-2_59-1","Kamani Sylva","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-319-71066-2_59-1","ReferenceWorkEntry"
"Related Knowledge","Interpretation of Green Mine Evaluation Index","","","","10.1007/978-981-16-5433-6_10","Jiushuai DengSuping PengLiang WangYinli BiJun YaoQiongjie Wang","2022","http://link.springer.com/chapter/10.1007/978-981-16-5433-6_10","Chapter"
"Improving Efficiency of Diesel Traction and Adoption of Liquid Sunshine for Indian Railways","Methanol and the Alternate Fuel Economy","","","","10.1007/978-981-13-3287-6_3","Anirudh GautamVagish Kumar MishraAvinash Kumar Agarwal","2019","http://link.springer.com/chapter/10.1007/978-981-13-3287-6_3","Chapter"
"Hidden aspects of social entrepreneurs’ life: a content analysis","Journal of Global Entrepreneurship Research","","9","1","10.1186/s40497-019-0199-6","Ruchita Pangriya","2019","http://link.springer.com/article/10.1186/s40497-019-0199-6","Article"
"Entrepreneurship and Innovation Ecosystem’s Drivers: The Role of Higher Education Organizations","Entrepreneurial, Innovative and Sustainable Ecosystems","","","","10.1007/978-3-319-71014-3_6","Fernando HerreraMaribel GuerreroDavid Urbano","2018","http://link.springer.com/chapter/10.1007/978-3-319-71014-3_6","Chapter"
"Rural Development in China: Review and Reflections","China’s Rural Development Road","","","","10.1007/978-981-10-5646-8_1","Xiaoshan ZhangZhou Li","2018","http://link.springer.com/chapter/10.1007/978-981-10-5646-8_1","Chapter"
"Studying Relations Among International Organizations in World Politics: Core Concepts and Challenges","Palgrave Handbook of Inter-Organizational Relations in World Politics","","","","10.1057/978-1-137-36039-7_1","Rafael BiermannJoachim A. Koops","2017","http://link.springer.com/chapter/10.1057/978-1-137-36039-7_1","Chapter"
"Innovation System of India","Encyclopedia of Creativity, Invention, Innovation and Entrepreneurship","","","","10.1007/978-3-319-15347-6_498","Sonali BhattacharyaShubhasheesh Bhattacharya","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-319-15347-6_498","ReferenceWorkEntry"
"Where Does the Power of the People Lie? Organization and Forms of Protest During Regime Change","Contention and Regime Change in Asia","","","","10.1007/978-3-030-49220-5_4","Linda Maduz","2020","http://link.springer.com/chapter/10.1007/978-3-030-49220-5_4","Chapter"
"Balancing Security: A Moving Target","Building Decentralized Trust","","","","10.1007/978-3-030-54414-0_4","Artemij VoskobojnikovVolker SkwarekAtefeh MashatanShin’Ichiro MatsuoChris RowellTim Weingärtner","2021","http://link.springer.com/chapter/10.1007/978-3-030-54414-0_4","Chapter"
"The Regulation of Initial Coin Offerings in China: Problems, Prognoses and Prospects","European Business Organization Law Review","","19","3","10.1007/s40804-018-0118-2","Hui DengRobin Hui HuangQingran Wu","2018","http://link.springer.com/article/10.1007/s40804-018-0118-2","Article"
"Post-Brexit and Post-Corona: The UK, the EU and Central East Europe: ‘Illiberal Democracy’ and the Influence of China","Brexit and After","","","","10.1007/978-981-15-7969-1_2","Kumiko Haba","2021","http://link.springer.com/chapter/10.1007/978-981-15-7969-1_2","Chapter"
"Emergency Management System","Modern Emergency Management","","","","10.1007/978-981-10-5720-5_2","Jie CaoLi ZhuHe HanXiaodong Zhu","2018","http://link.springer.com/chapter/10.1007/978-981-10-5720-5_2","Chapter"
"Global interdependence for fruit genetic resources: status and challenges in India","Food Security","","14","3","10.1007/s12571-021-01249-6","Pragya RanjanPratibha BrahmiVandana TyagiJ. K. RanjanVartika SrivastavaS. K. YadavS. P. SinghSurender SinghP. C. BindaS. K. SinghKuldeep Singh","2022","http://link.springer.com/article/10.1007/s12571-021-01249-6","Article"
"New York City taxi trip duration prediction using MLP and XGBoost","International Journal of System Assurance Engineering and Management","","13","1","10.1007/s13198-021-01130-x","M PoongodiMohit MalviyaChahat KumarMounir HamdiV VijayakumarJamel NebhenHasan Alyamani","2022","http://link.springer.com/article/10.1007/s13198-021-01130-x","Article"
"Community-Based Integrated Care Systems in Municipalities Having Multiple Comprehensive Community Support Centers","Community-Based Integrated Care and the Inclusive Society","","","","10.1007/978-981-33-4473-0_9","Teruo Hatakeyama","2021","http://link.springer.com/chapter/10.1007/978-981-33-4473-0_9","Chapter"
"Blockchain based secure, efficient and coordinated energy trading and data sharing between electric vehicles","Cluster Computing","","25","3","10.1007/s10586-021-03435-9","Muhammad Umar JavedNadeem JavaidMuhammad Waseem MalikMariam AkbarOmaji SamuelAdamu Sani YahayaJalel Ben Othman","2022","http://link.springer.com/article/10.1007/s10586-021-03435-9","Article"
"ICOs Overview: Should Investors Choose an ICO Developed with the Lean Startup Methodology?","Agile Processes in Software Engineering and Extreme Programming","","","","10.1007/978-3-319-91602-6_21","Simona IbbaAndrea PinnaGavina BarallaMichele Marchesi","2018","http://link.springer.com/chapter/10.1007/978-3-319-91602-6_21","Chapter"
"Exploring the Protest Language of Prose: Condemnations of the Totonicapán Massacre and The Diary of Bobby Sands","The Language of Protest","","","","10.1007/978-3-319-77419-0_6","Mary Lynne Gasaway Hill","2018","http://link.springer.com/chapter/10.1007/978-3-319-77419-0_6","Chapter"
"The Future of Mining: The Exploitation of Marine Geological Resources as Global Commons","Security in the Global Commons and Beyond","","","","10.1007/978-3-030-67973-6_4","Adolfo Maestro-González","2021","http://link.springer.com/chapter/10.1007/978-3-030-67973-6_4","Chapter"
"Governance of Blockchain Application","Blockchain Application Guide","","","","10.1007/978-981-19-5260-9_10","Yukun ChengXiaotie Deng","2022","http://link.springer.com/chapter/10.1007/978-981-19-5260-9_10","Chapter"
"Institutional Development of Urban Cross-Departmental Coordination","Urban Governance in Transition","","","","10.1007/978-981-15-7082-7_7","Hongshan Yang","2021","http://link.springer.com/chapter/10.1007/978-981-15-7082-7_7","Chapter"
"Fragmentation of Finance","The Blockchain Alternative","","","","10.1007/978-1-4842-2674-2_2","Kariappa Bheemaiah","2017","http://link.springer.com/chapter/10.1007/978-1-4842-2674-2_2","Chapter"
"The World Anti-Doping Agency: Guardian of Elite Sport’s Credibility","Guardians of Public Value","","","","10.1007/978-3-030-51701-4_8","Maarten van BottenburgArnout GeeraertOlivier de Hon","2021","http://link.springer.com/chapter/10.1007/978-3-030-51701-4_8","Chapter"
"Introduction","Semiotic Agency","","","","10.1007/978-3-030-89484-9_1","Alexei SharovMorten Tønnessen","2021","http://link.springer.com/chapter/10.1007/978-3-030-89484-9_1","Chapter"
"Working with Children: The Processes and the Model and Its Replication","From Exploitation to Empowerment","","","","10.1007/978-981-13-1718-7_3","Asha Bajpai","2018","http://link.springer.com/chapter/10.1007/978-981-13-1718-7_3","Chapter"
"Maritime sector at verge of change: learning and competence needs in Finnish maritime cluster","WMU Journal of Maritime Affairs","","20","1","10.1007/s13437-021-00228-0","Vesa KilpiTomi SolakiviTuomas Kiiski","2021","http://link.springer.com/article/10.1007/s13437-021-00228-0","Article"
"Metaverse: A Digital Network Valuation","The Valuation of Digital Intangibles","","","","10.1007/978-3-031-09237-4_18","Roberto Moro-Visconti","2022","http://link.springer.com/chapter/10.1007/978-3-031-09237-4_18","Chapter"
"Cognitive Complexity Analysis of Learning-Related Texts: A Case Study on School Textbooks","Methodologies and Intelligent Systems for Technology Enhanced Learning, 10th International Conference","","","","10.1007/978-3-030-52538-5_9","Syaamantak DasShyamal Kumar Das MandalAnupam Basu","2020","http://link.springer.com/chapter/10.1007/978-3-030-52538-5_9","Chapter"
"Blockchain-Based Pharmaceutical Supply Chain: A Literature Review","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-030-89899-1_11","Abeer MirdadFarookh Khadeer Hussain","2022","http://link.springer.com/chapter/10.1007/978-3-030-89899-1_11","Chapter"
"Redefining food safety traceability system through blockchain: findings, challenges and open issues","Multimedia Tools and Applications","","","","10.1007/s11042-022-14006-4","Ashish SinghAdnan GutubAnand NayyarMuhammad Khurram Khan","2022","http://link.springer.com/article/10.1007/s11042-022-14006-4","Article"
"A Taxonomy of Management Theories","Leading Solutions","","","","10.1007/978-981-33-6485-1_16","Olivier Serrat","2021","http://link.springer.com/chapter/10.1007/978-981-33-6485-1_16","Chapter"
"Blockchain in Context","Information Systems Frontiers","","22","1","10.1007/s10796-019-09946-6","Andrew J. EhrenbergJohn Leslie King","2020","http://link.springer.com/article/10.1007/s10796-019-09946-6","Article"
"Oracles and Internet of Things in the Internet of Value","Enabling the Internet of Value","","","","10.1007/978-3-030-78184-2_14","Niall RocheAlastair Moore","2022","http://link.springer.com/chapter/10.1007/978-3-030-78184-2_14","Chapter"
"Beyond the Jurisprudential Quagmire: Perspectives on the Application of Digital Currencies and Blockchain Technology in Islamic Economics and Finance","Fintech, Digital Currency and the Future of Islamic Finance","","","","10.1007/978-3-030-49248-9_8","Evren Tok","2021","http://link.springer.com/chapter/10.1007/978-3-030-49248-9_8","Chapter"
"Projects Organization and Intelligent Technologies","Research on Project, Programme and Portfolio Management","","","","10.1007/978-3-030-86248-0_8","Ronggui DingConstanta-Nicoleta Bodea","2022","http://link.springer.com/chapter/10.1007/978-3-030-86248-0_8","Chapter"
